"id","status","status_detail","build_country","build_year","flag_name","dead_weight","vessel_type"
101570,Active,In Service/Commission,China,2017,Panama,24202,Products Tanker 
72286,Active,In Service/Commission,South Korea,2004,Palau,71864,Products Tanker 
84982,Active,In Service/Commission,China,2010,Liberia,109804,Crude/Oil Products Tanker
72690,Active,In Service/Commission,Japan,2003,Hong Kong,47994,Products Tanker 
73922,Active,In Service/Commission,South Korea,2005,Marshall Islands,72910,Crude/Oil Products Tanker
114718,Active,In Service/Commission,Norway,1998,Italy,8058,Chemical/Oil Products Tanker
76838,Active,In Service/Commission,South Korea,2007,Gabon,115831,Crude/Oil Products Tanker
74734,Active,In Service/Commission,China,2007,Liberia,73584,Crude/Oil Products Tanker
65681,Active,In Service/Commission,Japan,1995,Iran (Islamic Republic of),97220,Crude/Oil Products Tanker
114857,Active,In Service/Commission,Turkey,2011,Malta,6488,Chemical/Oil Products Tanker
115496,Active,In Service/Commission,China,2009,Viet Nam,7130,Products Tanker 
86962,Active,In Service/Commission,South Korea,2011,Malta,299992,Crude Oil Tanker
117205,Active,In Service/Commission,Japan,2022,,25151,Chemical/Oil Products Tanker
119517,Active,In Service/Commission,,2021,Turkey,6043,Chemical/Oil Products Tanker
73900,Active,In Service/Commission,Japan,2005,Panama,311110,Crude Oil Tanker
87014,Active,In Service/Commission,South Korea,2010,Malta,13021,Crude/Oil Products Tanker
116632,Active,In Service/Commission,China,2022,Panama,6060,Products Tanker 
73910,Active,In Service/Commission,Japan,2004,Malta,105744,Crude/Oil Products Tanker
65651,Active,In Service/Commission,Croatia,1997,Cameroon,46144,Chemical/Oil Products Tanker
71264,Active,In Service/Commission,Japan,2001,Panama,150500,Crude/Oil Products Tanker
86974,Active,In Service/Commission,China,2010,Guyana,13968,Crude/Oil Products Tanker
117571,Active,In Service/Commission,Turkey,2022,Malta,6100,Products Tanker 
89343,Active,In Service/Commission,China,2010,Singapore,14497,Crude/Oil Products Tanker
114801,Active,In Service/Commission,Turkey,2006,Netherlands,5732,Chemical/Oil Products Tanker
71442,Active,In Service/Commission,South Korea,2003,Panama,105995,Crude/Oil Products Tanker
63637,Active,In Service/Commission,,2004,United States of America,334,Crude/Oil Products Tanker
73924,Active,In Service/Commission,Japan,2004,"Tanzania, United Republic of",14298,Crude/Oil Products Tanker
73914,Active,In Service/Commission,Japan,2006,Panama,298997,Crude Oil Tanker
115342,Active,In Service/Commission,Japan,2002,"Korea, Republic of",5583,Products Tanker 
96096,Active,In Service/Commission,United States of America,2015,United States of America,49828,Crude/Oil Products Tanker
81229,Active,In Service/Commission,South Korea,2009,Liberia,157985,Crude/Oil Products Tanker
68673,Active,In Service/Commission,South Korea,2000,Liberia,73072,Crude/Oil Products Tanker
114352,Active,In Service/Commission,China,2018,Singapore,8703,Chemical/Oil Products Tanker
114471,Active,In Service/Commission,Japan,1997,Viet Nam,8742,Chemical/Oil Products Tanker
83932,Active,In Service/Commission,South Korea,2009,Marshall Islands,52000,Crude Oil Tanker
114553,Active,In Service/Commission,China,2006,China,7022,Products Tanker 
71848,Active,In Service/Commission,Croatia,2004,Liberia,47171,Chemical/Oil Products Tanker
96320,Active,In Service/Commission,South Korea,2015,Marshall Islands,49999,Crude/Oil Products Tanker
105382,Active,In Service/Commission,Japan,2019,Panama,12493,Products Tanker 
83920,Active,In Service/Commission,South Korea,2011,Greece,157380,Crude/Oil Products Tanker
96100,Active,In Service/Commission,United States of America,2016,United States of America,49828,Crude/Oil Products Tanker
76908,Active,In Service/Commission,Japan,2006,Liberia,19993,Crude/Oil Products Tanker
81901,Active,In Service/Commission,Japan,2011,Marshall Islands,49996,Products Tanker 
73956,Active,In Service/Commission,South Korea,2006,Saudi Arabia,45948,Chemical/Oil Products Tanker
81995,Active,In Service/Commission,Russia,2007,Malta,13030,Crude/Oil Products Tanker
73916,Active,In Service/Commission,Japan,2006,Panama,299118,Crude Oil Tanker
71646,Active,In Service/Commission,Germany,2003,Germany,32230,Products Tanker 
119519,Active,In Service/Commission,South Korea,2022,"Korea, Republic of",6832,Chemical/Oil Products Tanker
72072,Active,In Service/Commission,Japan,2002,Panama,104403,Crude/Oil Products Tanker
68832,Active,In Service/Commission,Japan,2000,Palau,150183,Crude/Oil Products Tanker
70190,Active,In Service/Commission,South Korea,2001,Panama,25413,Chemical/Oil Products Tanker
73946,Active,In Service/Commission,South Korea,2006,Panama,72714,Crude/Oil Products Tanker
81871,Active,In Service/Commission,South Korea,2009,Marshall Islands,16866,Crude/Oil Products Tanker
116851,Active,In Service/Commission,China,2018,China,7651,Asphalt/Bitumen Tanker
87336,Active,In Service/Commission,China,2011,China,27114,Products Tanker 
75458,Active,In Service/Commission,Japan,2005,Singapore,19997,Crude/Oil Products Tanker
87016,Active,In Service/Commission,South Korea,2010,Malta,13019,Crude/Oil Products Tanker
71878,Active,In Service/Commission,Croatia,2005,Liberia,44598,Chemical/Oil Products Tanker
114754,Active,In Service/Commission,Turkey,2011,Malta,9438,Chemical/Oil Products Tanker
116802,Active,In Service/Commission,China,2010,Malta,6065,Asphalt/Bitumen Tanker
71758,Active,In Service/Commission,Japan,2003,Panama,105672,Crude/Oil Products Tanker
81921,Active,In Service/Commission,South Korea,2011,Denmark,51750,Crude/Oil Products Tanker
116807,Active,In Service/Commission,China,2011,Malta,6003,Asphalt/Bitumen Tanker
81919,Active,In Service/Commission,South Korea,2010,Liberia,51703,Crude/Oil Products Tanker
70206,Active,In Service/Commission,South Korea,2001,Indonesia,37270,Crude/Oil Products Tanker
76948,Active,In Service/Commission,South Korea,2007,Italy,11283,Crude/Oil Products Tanker
73934,Active,In Service/Commission,China,2006,Marshall Islands,72782,Crude/Oil Products Tanker
72094,Active,In Service/Commission,Japan,2004,Marshall Islands,40007,Chemical/Oil Products Tanker
99265,Active,In Service/Commission,South Korea,2016,Cayman Islands,157738,Crude/Oil Products Tanker
114159,Active,In Service/Commission,Japan,2017,Panama,6800,Chemical/Oil Products Tanker
75510,Active,In Service/Commission,Japan,2005,Indonesia,115567,Crude/Oil Products Tanker
85116,Active,In Service/Commission,South Korea,2011,Liberia,105221,Crude/Oil Products Tanker
86992,Active,In Service/Commission,Japan,2011,Liberia,21167,Chemical/Oil Products Tanker
72720,Active,In Service/Commission,South Korea,2004,Liberia,103643,Crude/Oil Products Tanker
73966,Active,In Service/Commission,South Korea,2006,Marshall Islands,37343,Crude/Oil Products Tanker
102314,Active,In Service/Commission,Japan,2018,Panama,12384,Crude/Oil Products Tanker
75574,Active,In Service/Commission,Croatia,2007,Cook Islands,166188,Crude/Oil Products Tanker
73936,Active,In Service/Commission,China,2004,Liberia,34620,Products Tanker 
118135,Active,In Service/Commission,South Korea,2021,Liberia,318262,Crude Oil Tanker
70222,Active,In Service/Commission,South Korea,2002,Barbados,105661,Crude/Oil Products Tanker
72914,Active,In Service/Commission,Japan,2004,Marshall Islands,45879,Products Tanker 
73938,Active,In Service/Commission,China,2005,Indonesia,34583,Products Tanker 
83960,Active,In Service/Commission,China,2010,Panama,16500,Crude/Oil Products Tanker
73940,Active,In Service/Commission,China,2005,China,74066,Crude/Oil Products Tanker
72786,Active,In Service/Commission,South Korea,2004,Panama,74999,Products Tanker 
89549,Active,In Service/Commission,South Korea,2012,Liberia,159031,Crude/Oil Products Tanker
87366,Active,In Service/Commission,Japan,2012,Marshall Islands,45953,Products Tanker 
81959,Active,In Service/Commission,China,2010,Liberia,297101,Crude Oil Tanker
78460,Active,In Service/Commission,China,2007,Viet Nam,108943,Crude/Oil Products Tanker
116707,Active,In Service/Commission,China,2009,Panama,5927,Asphalt/Bitumen Tanker
74870,Active,In Service/Commission,China,2005,Indonesia,109637,Crude/Oil Products Tanker
82061,Active,In Service/Commission,Romania,2009,Italy,40429,Crude/Oil Products Tanker
99351,Active,In Service/Commission,Japan,2017,Singapore,35058,Chemical/Oil Products Tanker
114732,Active,In Service/Commission,South Korea,2009,Indonesia,5664,Chemical/Oil Products Tanker
67551,Active,In Service/Commission,Japan,1998,"Korea, Republic of",11636,Crude/Oil Products Tanker
67555,Active,In Service/Commission,South Korea,1998,Tuvalu,45999,Chemical/Oil Products Tanker
81961,Active,In Service/Commission,China,2010,Liberia,297027,Crude Oil Tanker
102426,Active,In Service/Commission,Japan,2018,Bahamas,302520,Crude Oil Tanker
85138,Active,In Service/Commission,Croatia,2012,Norway,51824,Crude/Oil Products Tanker
75594,Active,In Service/Commission,Romania,2006,Liberia,69431,Crude/Oil Products Tanker
73022,Active,In Service/Commission,South Korea,2005,Panama,113782,Crude/Oil Products Tanker
73960,Active,In Service/Commission,South Korea,2005,Italy,40218,Chemical/Oil Products Tanker
82001,Active,In Service/Commission,South Korea,2008,Marshall Islands,13075,Crude/Oil Products Tanker
81969,Active,In Service/Commission,South Korea,2008,Singapore,13241,Crude/Oil Products Tanker
114981,Active,In Service/Commission,Russia,2008,Russian Federation,7008,Products Tanker 
67557,Active,In Service/Commission,South Korea,1998,Tuvalu,45999,Chemical/Oil Products Tanker
70315,Active,In Service/Commission,Japan,2001,Djibouti,298330,Crude Oil Tanker
87338,Active,In Service/Commission,China,2011,China,27035,Products Tanker 
89545,Active,In Service/Commission,South Korea,2012,Portugal,159179,Crude/Oil Products Tanker
114183,Active,In Service/Commission,Turkey,2013,Malta,6329,Chemical/Oil Products Tanker
73962,Active,In Service/Commission,South Korea,2004,Indonesia,36986,Chemical/Oil Products Tanker
84016,Active,In Service/Commission,South Korea,2011,Marshall Islands,115984,Crude/Oil Products Tanker
116794,Active,In Service/Commission,Turkey,2003,Palau,5850,Asphalt/Bitumen Tanker
115503,Active,In Service/Commission,Japan,2000,Thailand,8319,Chemical/Oil Products Tanker
87040,Active,In Service/Commission,South Korea,2011,Malta,115896,Crude/Oil Products Tanker
115730,Active,In Service/Commission,China,2010,Panama,9000,Products Tanker 
83302,Active,In Service/Commission,South Korea,2010,"Korea, Republic of",12822,Crude/Oil Products Tanker
115851,Active,In Service/Commission,South Korea,2005,Malta,8674,Chemical/Oil Products Tanker
73974,Active,In Service/Commission,Japan,2004,Panama,306206,Crude Oil Tanker
73590,Active,In Service/Commission,South Korea,2005,Marshall Islands,163750,Crude/Oil Products Tanker
115256,Active,In Service/Commission,Japan,2004,Singapore,6576,Chemical/Oil Products Tanker
87042,Active,In Service/Commission,South Korea,2015,Malta,49991,Crude/Oil Products Tanker
96308,Active,In Service/Commission,South Korea,2015,Marshall Islands,109999,Crude/Oil Products Tanker
99313,Active,In Service/Commission,Japan,2017,Hong Kong,25273,Chemical/Oil Products Tanker
79617,Active,In Service/Commission,Romania,2008,Liberia,40420,Crude/Oil Products Tanker
70327,Active,In Service/Commission,South Korea,2002,Panama,112661,Crude/Oil Products Tanker
96184,Active,In Service/Commission,China,2017,Hong Kong,318705,Crude Oil Tanker
81993,Active,In Service/Commission,China,2007,China,104405,Crude/Oil Products Tanker
115308,Active,In Service/Commission,Russia,2008,Russian Federation,7008,Products Tanker 
76918,Active,In Service/Commission,Japan,2007,Marshall Islands,19983,Crude/Oil Products Tanker
87038,Active,In Service/Commission,South Korea,2011,Malta,115739,Crude/Oil Products Tanker
72836,Active,In Service/Commission,Japan,2003,Cyprus,45985,Products Tanker 
69918,Active,In Service/Commission,Japan,2001,Liberia,45290,Chemical/Oil Products Tanker
87348,Active,In Service/Commission,China,2009,China,11211,Crude/Oil Products Tanker
84020,Active,In Service/Commission,South Korea,2011,Marshall Islands,50379,Crude/Oil Products Tanker
73814,Active,In Service/Commission,China,2005,Gabon,105034,Crude/Oil Products Tanker
67539,Active,In Service/Commission,Japan,1997,Indonesia,105426,Crude/Oil Products Tanker
70317,Active,In Service/Commission,Japan,2001,Panama,105344,Crude/Oil Products Tanker
114361,Active,In Service/Commission,China,2016,Panama,8500,Products Tanker 
87080,Active,In Service/Commission,China,2011,Portugal,11393,Crude/Oil Products Tanker
114194,Active,In Service/Commission,Russia,2009,Turkmenistan,7074,Products Tanker 
96194,Active,In Service/Commission,South Korea,2015,Marshall Islands,49687,Crude/Oil Products Tanker
74416,Active,In Service/Commission,South Korea,2005,Antigua and Barbuda,36990,Chemical/Oil Products Tanker
96396,Active,In Service/Commission,South Korea,2015,Greece,299421,Crude Oil Tanker
115923,Active,In Service/Commission,Russia,2008,Russian Federation,7074,Products Tanker 
73864,Active,In Service/Commission,South Korea,2006,Malta,40102,Chemical/Oil Products Tanker
70359,Active,In Service/Commission,South Korea,2002,Panama,36032,Chemical/Oil Products Tanker
82007,Active,In Service/Commission,China,2010,China,75573,Crude/Oil Products Tanker
116761,Active,In Service/Commission,China,2012,Netherlands,4972,Asphalt/Bitumen Tanker
115316,Active,In Service/Commission,Romania,2006,United Kingdom,5421,Products Tanker 
82013,Active,In Service/Commission,China,2010,China,75576,Crude/Oil Products Tanker
73984,Active,In Service/Commission,Japan,2003,Panama,107197,Crude/Oil Products Tanker
76558,Active,In Service/Commission,Russia,2007,Saint Vincent and the Grenadines,12365,Crude/Oil Products Tanker
87082,Active,In Service/Commission,South Korea,2011,Hong Kong,314249,Crude Oil Tanker
70302,Active,In Service/Commission,South Korea,2002,Panama,318518,Crude Oil Tanker
74012,Active,In Service/Commission,Japan,2006,Cook Islands,146427,Crude/Oil Products Tanker
70377,Active,In Service/Commission,South Korea,2002,Hong Kong,40166,Chemical/Oil Products Tanker
75654,Active,In Service/Commission,South Korea,2007,Bangladesh,13097,Crude/Oil Products Tanker
70325,Active,In Service/Commission,South Korea,2002,Liberia,37319,Crude/Oil Products Tanker
74620,Active,In Service/Commission,Japan,2006,Greece,159450,Crude/Oil Products Tanker
82043,Active,In Service/Commission,South Korea,2010,Marshall Islands,16849,Crude/Oil Products Tanker
74706,Active,In Service/Commission,China,2006,Antigua and Barbuda,34663,Chemical/Oil Products Tanker
82021,Active,In Service/Commission,South Korea,2008,Singapore,12923,Crude/Oil Products Tanker
70351,Active,In Service/Commission,South Korea,2002,Panama,72910,Crude/Oil Products Tanker
74814,Active,In Service/Commission,South Korea,2007,Marshall Islands,50359,Crude Oil Tanker
116857,Active,In Service/Commission,China,2017,Malaysia,5274,Asphalt/Bitumen Tanker
70347,Active,In Service/Commission,China,2002,Palau,109390,Crude/Oil Products Tanker
67565,Active,In Service/Commission,Japan,1997,Cameroon,47198,Crude/Oil Products Tanker
99133,Active,In Service/Commission,South Korea,2016,Hong Kong,49999,Crude/Oil Products Tanker
88194,Active,In Service/Commission,Japan,2010,Malta,14301,Crude/Oil Products Tanker
75880,Active,In Service/Commission,China,2008,Denmark,16631,Crude/Oil Products Tanker
74818,Active,In Service/Commission,South Korea,2007,Panama,50314,Crude Oil Tanker
75644,Active,In Service/Commission,Japan,2007,Liberia,300363,Crude Oil Tanker
70361,Active,In Service/Commission,South Korea,2002,Indonesia,35970,Crude Oil Tanker
87412,Active,In Service/Commission,South Korea,2011,France,323183,Crude Oil Tanker
101944,Active,In Service/Commission,Turkey,2018,Canada,14980,Asphalt/Bitumen Tanker
82037,Active,In Service/Commission,China,2010,Marshall Islands,50213,Crude/Oil Products Tanker
70357,Active,In Service/Commission,Portugal,2002,Nigeria,19117,Crude/Oil Products Tanker
67603,Active,In Service/Commission,China,1999,Russian Federation,14359,Crude/Oil Products Tanker
82405,Active,In Service/Commission,Japan,2009,Singapore,20831,Chemical/Oil Products Tanker
84006,Active,In Service/Commission,South Korea,2011,Greece,319368,Crude Oil Tanker
114825,Active,In Service/Commission,South Korea,2008,Viet Nam,6757,Chemical/Oil Products Tanker
89427,Active,In Service/Commission,South Korea,2013,Bahamas,319359,Crude Oil Tanker
74930,Active,In Service/Commission,China,2006,Isle of Man,38492,Products Tanker 
89643,Active,In Service/Commission,Japan,2010,Marshall Islands,21306,Chemical/Oil Products Tanker
116692,Active,In Service/Commission,China,2007,Indonesia,3115,Asphalt/Bitumen Tanker
82039,Active,In Service/Commission,South Korea,2009,Marshall Islands,16802,Crude/Oil Products Tanker
70379,Active,In Service/Commission,South Korea,2002,Panama,40165,Crude/Oil Products Tanker
115888,Active,In Service/Commission,Turkey,2015,Malta,6089,Products Tanker 
114043,Active,In Service/Commission,Russia,2011,Marshall Islands,5530,Products Tanker 
115674,Active,In Service/Commission,Japan,2005,"Korea, Republic of",9515,Chemical/Oil Products Tanker
114269,Active,In Service/Commission,China,2023,Liberia,6330,Chemical/Oil Products Tanker
109458,Active,In Service/Commission,China,2012,Panama,13600,Chemical/Oil Products Tanker
87172,Active,In Service/Commission,South Korea,2012,Norway,119456,Products Tanker 
87460,Active,In Service/Commission,China,2011,Singapore,75578,Crude/Oil Products Tanker
116773,Active,In Service/Commission,South Korea,2010,Gabon,6603,Asphalt/Bitumen Tanker
87238,Active,In Service/Commission,South Korea,2011,Greece,320780,Crude Oil Tanker
75652,Active,In Service/Commission,South Korea,2006,Marshall Islands,13185,Crude/Oil Products Tanker
75438,Active,In Service/Commission,Japan,2004,India,45761,Products Tanker 
87174,Active,In Service/Commission,South Korea,2012,Norway,119456,Crude/Oil Products Tanker
89649,Active,In Service/Commission,South Korea,2011,Liberia,37583,Chemical/Oil Products Tanker
85676,Active,In Service/Commission,South Korea,2010,Malta,13013,Crude/Oil Products Tanker
115194,Active,In Service/Commission,Japan,2003,Indonesia,8831,Chemical/Oil Products Tanker
87520,Active,In Service/Commission,Russia,2009,Liberia,13470,Crude/Oil Products Tanker
83270,Active,In Service/Commission,South Korea,2011,Singapore,50286,Crude/Oil Products Tanker
76096,Active,In Service/Commission,Croatia,2007,Marshall Islands,74998,Crude/Oil Products Tanker
92969,Active,In Service/Commission,South Korea,2013,Bahamas,154107,Crude/Oil Products Tanker
67581,Active,In Service/Commission,Japan,1998,Panama,35994,Chemical Tanker
116703,Active,In Service/Commission,China,2011,Barbados,5985,Asphalt/Bitumen Tanker
74008,Active,In Service/Commission,Japan,2006,Bahamas,149996,Crude/Oil Products Tanker
102527,Active,In Service/Commission,China,2022,Marshall Islands,109900,Products Tanker 
114830,Active,In Service/Commission,China,2010,China,6577,Chemical/Oil Products Tanker
70395,Active,In Service/Commission,Japan,2000,Liberia,17424,Crude/Oil Products Tanker
67605,Active,In Service/Commission,China,1999,Russian Federation,14358,Crude/Oil Products Tanker
69902,Active,In Service/Commission,Japan,2002,Liberia,106532,Crude/Oil Products Tanker
82063,Active,In Service/Commission,Romania,2009,Italy,40042,Chemical/Oil Products Tanker
99441,Active,In Service/Commission,Japan,2016,Cayman Islands,12365,Crude/Oil Products Tanker
115746,Active,In Service/Commission,China,2017,Russian Federation,6602,Chemical/Oil Products Tanker
76146,Active,In Service/Commission,South Korea,2006,Liberia,37623,Crude/Oil Products Tanker
115058,Active,In Service/Commission,China,2011,Russian Federation,7103,Chemical/Oil Products Tanker
114834,Active,In Service/Commission,China,2012,Russian Federation,7447,Chemical/Oil Products Tanker
87416,Active,In Service/Commission,South Korea,2012,Marshall Islands,323182,Crude Oil Tanker
70399,Active,In Service/Commission,South Korea,2002,Panama,106149,Crude/Oil Products Tanker
116871,Active,In Service/Commission,Japan,2003,Thailand,3851,Asphalt/Bitumen Tanker
76452,Active,In Service/Commission,Croatia,2008,Marshall Islands,74997,Crude/Oil Products Tanker
87374,Active,In Service/Commission,Japan,2014,Panama,35923,Chemical/Oil Products Tanker
88232,Active,In Service/Commission,Japan,2010,Marshall Islands,47975,Products Tanker 
76912,Active,In Service/Commission,Japan,2007,Marshall Islands,19998,Crude/Oil Products Tanker
76588,Active,In Service/Commission,South Korea,2008,Liberia,45953,Chemical/Oil Products Tanker
76544,Active,In Service/Commission,Turkey,2006,Marshall Islands,15552,Crude/Oil Products Tanker
70407,Active,In Service/Commission,Japan,2001,Panama,16456,Crude/Oil Products Tanker
70401,Active,In Service/Commission,South Korea,2002,Palau,106149,Crude/Oil Products Tanker
93705,Active,In Service/Commission,South Korea,2014,Kuwait,109719,Products Tanker 
88234,Active,In Service/Commission,Japan,2010,Marshall Islands,48008,Crude Oil Tanker
116699,Active,In Service/Commission,China,2010,"Korea, Republic of",6012,Asphalt/Bitumen Tanker
75694,Active,In Service/Commission,South Korea,2006,Panama,114523,Crude/Oil Products Tanker
80003,Active,In Service/Commission,China,2012,Turkey,16613,Crude/Oil Products Tanker
99547,Active,In Service/Commission,China,2016,Hong Kong,40924,Chemical/Oil Products Tanker
114631,Active,In Service/Commission,Netherlands,2001,United Kingdom,5064,Chemical/Oil Products Tanker
76946,Active,In Service/Commission,South Korea,2007,Malta,11321,Crude/Oil Products Tanker
117228,Active,In Service/Commission,South Korea,2022,Greece,299999,Crude Oil Tanker
87538,Active,In Service/Commission,Japan,2011,Denmark,49936,Crude/Oil Products Tanker
70417,Active,In Service/Commission,China,2001,China,46166,Crude Oil Tanker
96418,Active,In Service/Commission,China,2015,Panama,24205,Products Tanker 
87462,Active,In Service/Commission,China,2011,Hong Kong,75594,Crude/Oil Products Tanker
99331,Active,In Service/Commission,South Korea,2016,Marshall Islands,25161,Chemical/Oil Products Tanker
70419,Active,In Service/Commission,China,2001,China,45823,Crude Oil Tanker
70409,Active,In Service/Commission,South Korea,2002,Nigeria,69697,Crude/Oil Products Tanker
73286,Active,In Service/Commission,South Korea,2006,Cook Islands,115341,Crude/Oil Products Tanker
81809,Active,In Service/Commission,China,2012,Singapore,39708,Chemical/Oil Products Tanker
77748,Active,In Service/Commission,South Korea,2007,Marshall Islands,51218,Crude/Oil Products Tanker
75720,Active,In Service/Commission,Japan,2005,Panama,26151,Chemical/Oil Products Tanker
78580,Active,In Service/Commission,China,2007,Liberia,105009,Crude/Oil Products Tanker
83286,Active,In Service/Commission,Japan,2011,Singapore,114542,Crude/Oil Products Tanker
99337,Active,In Service/Commission,South Korea,2016,Marshall Islands,25161,Chemical/Oil Products Tanker
99333,Active,In Service/Commission,South Korea,2016,Marshall Islands,25161,Chemical/Oil Products Tanker
76858,Active,In Service/Commission,China,2006,United Kingdom,34671,Crude/Oil Products Tanker
72962,Active,In Service/Commission,Croatia,2004,Saint Kitts and Nevis,45557,Chemical/Oil Products Tanker
72964,Active,In Service/Commission,Croatia,2005,Panama,45592,Chemical/Oil Products Tanker
74074,Active,In Service/Commission,South Korea,2005,Liberia,74999,Crude/Oil Products Tanker
87418,Active,In Service/Commission,South Korea,2012,Marshall Islands,314000,Crude Oil Tanker
102741,Active,In Service/Commission,South Korea,2018,Liberia,49999,Crude/Oil Products Tanker
72950,Active,In Service/Commission,South Korea,2004,Gabon,115048,Crude/Oil Products Tanker
70429,Active,In Service/Commission,South Korea,2003,India,113976,Crude/Oil Products Tanker
70431,Active,In Service/Commission,South Korea,2002,Liberia,159385,Crude/Oil Products Tanker
88292,Active,In Service/Commission,China,2009,China,49947,Crude Oil Tanker
78026,Active,In Service/Commission,Japan,2007,"Korea, Republic of",12909,Crude/Oil Products Tanker
78130,Active,In Service/Commission,South Korea,2008,Singapore,51543,Crude/Oil Products Tanker
80365,Active,In Service/Commission,Japan,2010,Liberia,301785,Crude Oil Tanker
96436,Active,In Service/Commission,China,2016,Malta,49828,Crude/Oil Products Tanker
99549,Active,In Service/Commission,China,2017,Norway,40895,Chemical/Oil Products Tanker
78522,Active,In Service/Commission,Japan,2008,Liberia,12273,Crude/Oil Products Tanker
70627,Active,In Service/Commission,Japan,2002,Panama,149989,Crude/Oil Products Tanker
70433,Active,In Service/Commission,South Korea,2003,Panama,159385,Crude/Oil Products Tanker
84022,Active,In Service/Commission,South Korea,2012,Marshall Islands,50342,Crude/Oil Products Tanker
73006,Active,In Service/Commission,Japan,2004,Viet Nam,47148,Crude Oil Tanker
90803,Active,In Service/Commission,Indonesia,2014,Indonesia,18232,Crude/Oil Products Tanker
70200,Active,In Service/Commission,South Korea,2001,Turkey,37272,Crude/Oil Products Tanker
78640,Active,In Service/Commission,Japan,2008,Gabon,115273,Products Tanker 
87274,Active,In Service/Commission,China,2011,Liberia,318663,Crude Oil Tanker
115445,Active,In Service/Commission,China,2016,Russian Federation,6183,Products Tanker 
87272,Active,In Service/Commission,South Korea,2012,Liberia,158491,Crude/Oil Products Tanker
74022,Active,In Service/Commission,Japan,2005,Liberia,45896,Products Tanker 
70451,Active,In Service/Commission,Japan,2001,Marshall Islands,298412,Crude Oil Tanker
72954,Active,In Service/Commission,South Korea,2004,Panama,159074,Crude/Oil Products Tanker
87428,Active,In Service/Commission,South Korea,2013,Liberia,115639,Crude/Oil Products Tanker
74014,Active,In Service/Commission,Japan,2006,Saint Kitts and Nevis,146270,Crude/Oil Products Tanker
82159,Active,In Service/Commission,South Korea,2010,Bahamas,109290,Crude/Oil Products Tanker
90805,Active,In Service/Commission,Indonesia,2015,Indonesia,18290,Crude/Oil Products Tanker
114902,Active,In Service/Commission,China,2008,Panama,6981,Products Tanker 
119588,Active,In Service/Commission,Turkey,2022,Malta,8127,Products Tanker 
89673,Active,In Service/Commission,South Korea,2010,Greece,317053,Crude Oil Tanker
88304,Active,In Service/Commission,China,2009,China,17204,Crude/Oil Products Tanker
70441,Active,In Service/Commission,South Korea,2002,Guyana,112664,Crude/Oil Products Tanker
82133,Active,In Service/Commission,Turkey,2008,Denmark,11530,Crude/Oil Products Tanker
96562,Active,In Service/Commission,Japan,2016,Liberia,19000,Crude/Oil Products Tanker
104751,Active,In Service/Commission,Russia,2022,Russian Federation,113849,Crude Oil Tanker
96610,Active,In Service/Commission,South Korea,2016,Denmark,49757,Crude/Oil Products Tanker
114852,Active,In Service/Commission,Turkey,2010,Malta,6995,Chemical/Oil Products Tanker
88286,Active,In Service/Commission,Japan,2009,Panama,13001,Crude/Oil Products Tanker
84072,Active,In Service/Commission,South Korea,2009,Liberia,46093,Chemical/Oil Products Tanker
92971,Active,In Service/Commission,South Korea,2013,Bahamas,154036,Crude/Oil Products Tanker
117339,Active,In Service/Commission,South Korea,2022,Malta,115519,Crude Oil Tanker
74048,Active,In Service/Commission,Japan,2005,Panama,106433,Crude/Oil Products Tanker
61935,Active,In Service/Commission,Denmark,1987,Bangladesh,14494,Crude/Oil Products Tanker
74062,Active,In Service/Commission,South Korea,2005,Greece,103194,Crude/Oil Products Tanker
76916,Active,In Service/Commission,Japan,2006,Panama,19966,Crude/Oil Products Tanker
65909,Active,In Service/Commission,Japan,1997,Indonesia,40845,Products Tanker 
65545,Active,In Service/Commission,Denmark,1997,Cayman Islands,37205,Chemical/Oil Products Tanker
62391,Active,In Service/Commission,China,2012,China,12000,Crude/Oil Products Tanker
114238,Active,In Service/Commission,Netherlands,2008,Netherlands,5180,Chemical/Oil Products Tanker
74064,Active,In Service/Commission,South Korea,2006,Greece,103232,Crude/Oil Products Tanker
115693,Active,In Service/Commission,Turkey,2005,Greece,5717,Products Tanker 
67623,Active,In Service/Commission,China,1999,Russian Federation,13786,Crude/Oil Products Tanker
100417,Active,In Service/Commission,Turkey,2017,Canada,14986,Asphalt/Bitumen Tanker
99361,Active,In Service/Commission,South Korea,2017,Greece,158594,Crude/Oil Products Tanker
65925,Active,In Service/Commission,Singapore,1996,Panama,12913,Crude/Oil Products Tanker
87292,Active,In Service/Commission,South Korea,2010,Kuwait,319761,Crude Oil Tanker
76896,Active,In Service/Commission,South Korea,2007,Marshall Islands,13006,Crude/Oil Products Tanker
114138,Active,In Service/Commission,Turkey,2018,Marshall Islands,6631,Chemical/Oil Products Tanker
87432,Active,In Service/Commission,China,2012,Bahamas,52420,Crude/Oil Products Tanker
80585,Active,In Service/Commission,China,2009,Greece,52914,Crude/Oil Products Tanker
65547,Active,In Service/Commission,Denmark,1997,Cayman Islands,37271,Chemical/Oil Products Tanker
81331,Active,In Service/Commission,Japan,2009,Panama,19905,Crude/Oil Products Tanker
65549,Active,In Service/Commission,Denmark,1997,Liberia,36905,Chemical/Oil Products Tanker
65553,Active,In Service/Commission,Denmark,1998,Liberia,37042,Chemical/Oil Products Tanker
